#,Nombre,Tipo,Localidad,Barrio,Dirección,Celular,Teléfono Fijo,Email,Sitio Web,Instagram,Calificación Google,Reseñas,Score Digital,Oportunidad,Servicio Recomendado,Estado,Contactado,Fecha Contacto,Notas
114,Gym Activo,Gimnasio,Tunjuelito,San Benito,"Cl 76 #51-93, San Benito",3193893650,,gym.activo.col@hotmail.com,No,No,4.3,6,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
115,CrossFit Gold,Gimnasio,La Candelaria,Centro Histórico,"Av 74 #35-87, Centro Histórico",3197114167,,crossfit.gold@hotmail.com,No,No,4.5,3,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
116,Gimnasio Total,Gimnasio,Teusaquillo,Galerías,"Cl 155 #9-38, Galerías",3218434418,6014098171,gimnasio.total.bogota@gmail.com,No,No,4.4,7,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
117,Body El Campeón,Gimnasio,Kennedy,El Tintal,"Dg 139 #13-19, El Tintal",3227365415,6014842948,body.el.campeon86@outlook.com,No,No,4.4,3,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
118,Funcional Pro,Gimnasio,La Candelaria,Centro Histórico,"Dg 167 #81-52, Centro Histórico",3023966240,6014215994,funcional.pro4@outlook.com,No,No,5.0,9,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
119,Gym El Campeón,Gimnasio,Los Mártires,La Favorita,"Dg 97 #71-88, La Favorita",3152547674,6015243881,gym.el.campeon.col@hotmail.com,No,No,5.0,0,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
120,Fitness Max,Gimnasio,Mártires,Eduardo Santos,"Dg 169 #147-41, Eduardo Santos",3133775080,6015849216,fitness.max.col@hotmail.com,No,No,4.4,3,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
121,Body Strong,Gimnasio,Mártires,Ricaurte,"Dg 149 #18-56, Ricaurte",3001587878,,body.strong.bogota@gmail.com,No,No,4.3,3,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
122,Funcional Bogotá Sur,Gimnasio,Antonio Nariño,Ilarco,"Av 50 #60-40, Ilarco",3204907220,,funcional.bogota.sur3@gmail.com,No,No,4.2,2,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
123,CrossFit Shape,Gimnasio,Barrios Unidos,Rionegro,"Cr 67 #121-59, Rionegro",3154128372,6012764700,crossfit.shape.bogota@gmail.com,No,No,4.9,5,85,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
124,Clínica Veterinaria Huellitas,Veterinaria,Rafael Uribe,Marco Fidel,"Cr 14 #120-70, Marco Fidel",3053781147,,clinica.veterinaria.huel@gmail.com,No,No,4.7,8,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
125,Pet La Salud,Veterinaria,Fontibón,Granjas,"Cl 43 #74-42, Granjas",3103516934,6016033568,pet.la.salud@gmail.com,No,No,4.8,8,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
126,Centro Veterinario Zoovet,Veterinaria,Teusaquillo,Marsella,"Cl 179 #71-36, Marsella",3103837260,,centro.veterinario.zoove.bogota@gmail.com,No,No,4.8,0,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
127,Animal Cuatro Patas,Veterinaria,Tunjuelito,Fátima,"Cr 33 #59-95 Sur, Fátima",3035130472,,animal.cuatro.patas.bogota@outlook.com,No,No,4.9,4,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
128,Clínica Veterinaria Tu Mascota,Veterinaria,San Cristóbal,La Gloria,"Dg 154 #23-94 Sur, La Gloria",3133119732,,clinica.veterinaria.tu.m70@outlook.com,No,No,4.4,8,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
129,Centro Veterinario San Francisco,Veterinaria,Rafael Uribe,Olaya,"Tv 95 #71-21, Olaya",3043458903,,centro.veterinario.san.f.bogota@hotmail.com,No,No,4.6,7,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
130,Pet Animal Feliz,Veterinaria,San Cristóbal,San Cristóbal,"Tv 65 #38-25 Sur, San Cristóbal",3171437892,,pet.animal.feliz.col@gmail.com,No,No,4.9,7,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
131,Clínica Veterinaria Animal Care,Veterinaria,Rafael Uribe,Quiroga,"Cr 82 #112-74 Sur, Quiroga",3103387189,,clinica.veterinaria.anim.col@yahoo.com,No,No,4.6,5,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
132,Ferretería La Obra,Ferretería,Los Mártires,Eduardo Santos,"Tv 73 #42-6, Eduardo Santos",3039842224,6016312745,ferreteria.la.obra7@gmail.com,No,No,4.3,4,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
133,Constructor La Ferretería,Ferretería,Engativá,Las Ferias,"Cr 52 #86-52, Las Ferias",3157838707,,constructor.la.ferreteri72@gmail.com,No,No,4.4,4,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
134,Ferrelectricos La Obra,Ferretería,Chapinero,Quinta Camacho,"Dg 110 #130-10, Quinta Camacho",3111479756,,ferrelectricos.la.obra5@gmail.com,No,No,4.2,2,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
135,Ferretería La Pintura,Ferretería,Chapinero,Quinta Camacho,"Dg 177 #1-38, Quinta Camacho",3206212372,,ferreteria.la.pintura.bogota@gmail.com,No,No,4.3,8,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
136,Constructor La Varilla,Ferretería,Teusaquillo,Teusaquillo,"Tv 50 #83-79, Teusaquillo",3226109183,6012627977,constructor.la.varilla.col@gmail.com,No,No,4.5,9,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
137,Ferrelectricos La Varilla,Ferretería,Teusaquillo,Galerías,"Av 39 #49-46, Galerías",3223137721,6013530759,ferrelectricos.la.varill9@gmail.com,No,No,4.3,9,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
138,Constructor El Clavo,Ferretería,La Candelaria,Egipto,"Dg 83 #94-83, Egipto",3181366919,6012296478,constructor.el.clavo49@hotmail.com,No,No,4.8,4,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
139,Boutique Tendencia,Tienda de ropa,Tunjuelito,Samore,"Tv 8 #3-82, Samore",3184247740,,boutique.tendencia.col@gmail.com,No,No,4.0,3,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
140,Ropa La Pasarela,Tienda de ropa,Ciudad Bolívar,Ismael Perdomo,"Tv 138 #14-25 Sur, Ismael Perdomo",3181115366,,ropa.la.pasarela.bogota@gmail.com,No,No,4.8,7,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
141,Ropa El Guardarropa,Tienda de ropa,San Cristóbal,La Victoria,"Cl 16 #105-27, La Victoria",3138785913,,ropa.el.guardarropa8@gmail.com,No,No,4.2,1,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
142,Fashion Stilo,Tienda de ropa,Barrios Unidos,San Fernando,"Cr 56 #105-42, San Fernando",3109886357,,fashion.stilo.col@yahoo.com,No,No,4.9,9,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
143,Moda Vogue,Tienda de ropa,Kennedy,Carvajal,"Av 142 #97-90 Sur, Carvajal",3181178005,,moda.vogue@outlook.com,No,No,4.1,9,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
144,Tienda El Guardarropa,Tienda de ropa,Tunjuelito,Fátima,"Dg 106 #37-65, Fátima",3155384071,6014934542,tienda.el.guardarropa.bogota@outlook.com,No,No,4.5,9,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
145,Boutique Trendy,Tienda de ropa,Rafael Uribe,Chiguaza,"Av 169 #85-87 Sur, Chiguaza",3101747575,6014538571,boutique.trendy.bogota@outlook.com,No,No,4.7,8,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
146,Fashion El Guardarropa,Tienda de ropa,Usaquén,Santa Bárbara,"Cl 22 #67-94, Santa Bárbara",3026217222,,fashion.el.guardarropa.bogota@gmail.com,No,No,4.3,9,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
147,Tienda Tu Estilo,Tienda de ropa,Tunjuelito,San Benito,"Dg 17 #78-21 Sur, San Benito",3147972240,6014968880,tienda.tu.estilo3@gmail.com,No,No,4.0,4,85,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
148,Apart Hotel La Montaña,Hotel,Bosa,San José,"Cl 130 #66-84, San José",3114776875,6016638939,apart.hotel.la.montana.col@yahoo.com,No,No,4.9,7,85,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
149,Residencias La Cumbre,Hotel,Puente Aranda,Zona Industrial,"Dg 31 #20-3, Zona Industrial",3193208650,,residencias.la.cumbre.col@outlook.com,No,No,4.1,9,85,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
150,Suites Bogotá Real,Hotel,Chapinero,Rosales,"Cl 24 #100-58, Rosales",3248491898,,suites.bogota.real@gmail.com,No,No,5.0,2,85,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
151,Hostal La Montaña,Hotel,Ciudad Bolívar,Jerusalem,"Cr 6 #147-41, Jerusalem",3004006707,,hostal.la.montana.bogota@gmail.com,No,No,4.2,2,85,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
152,Hotel El Dorado,Hotel,Los Mártires,La Favorita,"Tv 61 #23-47, La Favorita",3243931017,,hotel.el.dorado8@gmail.com,No,No,4.0,8,85,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
153,Copias Escolar,Papelería,Teusaquillo,Armenia,"Tv 131 #103-56, Armenia",3011717709,6015159262,copias.escolar.bogota@hotmail.com,No,No,4.4,7,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
154,Copias El Bolígrafo,Papelería,Teusaquillo,Armenia,"Cr 52 #102-39, Armenia",3217319412,6013468754,copias.el.boligrafo@yahoo.com,No,No,4.9,1,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
155,Miscelánea La Resma,Papelería,Puente Aranda,Pensilvania,"Av 41 #1-63, Pensilvania",3176028137,,miscelanea.la.resma71@outlook.com,No,No,4.1,8,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
156,Servicio Quick Fix,Taller mecánico,Chapinero,Galerías,"Av 74 #143-94, Galerías",3195489381,,servicio.quick.fix.bogota@gmail.com,No,No,4.5,9,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
157,Reparaciones El As del Motor,Taller mecánico,Mártires,La Pepita,"Av 124 #16-90, La Pepita",3016546983,,reparaciones.el.as.del.m@gmail.com,No,No,4.5,5,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
158,Automotriz La Herramienta,Taller mecánico,Teusaquillo,La Soledad,"Cl 57 #126-58, La Soledad",3059906171,,automotriz.la.herramient4@gmail.com,No,No,4.3,3,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
159,Servicio El Cilindro,Taller mecánico,Bosa,San José,"Cl 75 #94-63 Sur, San José",3049050048,6012307412,servicio.el.cilindro.col@hotmail.com,No,No,4.9,9,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
160,Reparaciones La Herramienta,Taller mecánico,Usme,Parque Entrenubes,"Dg 24 #42-16, Parque Entrenubes",3117996003,,reparaciones.la.herramie.col@hotmail.com,No,No,4.3,5,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
161,Automotriz El Diagnóstico,Taller mecánico,Mártires,La Pepita,"Av 152 #41-8, La Pepita",3135655295,,automotriz.el.diagnostic95@yahoo.com,No,No,4.7,2,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
162,Reparaciones Pro Auto,Taller mecánico,Engativá,Santa Helenita,"Av 73 #68-48, Santa Helenita",3182583762,,reparaciones.pro.auto@gmail.com,No,No,4.2,5,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
163,Automotriz El Técnico,Taller mecánico,Los Mártires,Los Mártires,"Cr 28 #33-99, Los Mártires",3013533646,,automotriz.el.tecnico6@gmail.com,No,No,4.6,0,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
164,Servicio El Turbo,Taller mecánico,La Candelaria,Las Aguas,"Cl 10 #138-17, Las Aguas",3006998474,,servicio.el.turbo44@outlook.com,No,No,4.9,2,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
165,Taller El Diagnóstico,Taller mecánico,Bosa,Apogeo,"Cl 80 #44-27, Apogeo",3055881831,,taller.el.diagnostico.col@gmail.com,No,No,4.2,8,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
166,Mecánica Car Fix,Taller mecánico,Usaquén,La Uribe,"Dg 69 #51-38, La Uribe",3023448364,6014192749,mecanica.car.fix@hotmail.com,No,No,4.3,8,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
167,Medicamentos La Salud,Farmacia,Antonio Nariño,Restrepo,"Dg 86 #131-17, Restrepo",3226648431,6016158341,medicamentos.la.salud.bogota@hotmail.com,No,No,4.4,4,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
168,Medicamentos La Esperanza,Farmacia,Mártires,La Pepita,"Dg 3 #81-93, La Pepita",3048509401,6012913723,medicamentos.la.esperanz.col@gmail.com,No,No,4.3,8,85,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
169,Centro de Desarrollo El Paraíso,Jardín infantil,Puente Aranda,Cundinamarca,"Dg 139 #29-11, Cundinamarca",3167779409,6014345621,centro.de.desarrollo.el.@gmail.com,No,No,4.9,1,85,ALTA,Página Web + Redes Sociales,Pendiente,No,,
170,Centro de Desarrollo La Luna,Jardín infantil,Ciudad Bolívar,Perdomo,"Tv 53 #130-28, Perdomo",3057947963,,centro.de.desarrollo.la..col@gmail.com,No,No,4.9,0,85,ALTA,Página Web + Redes Sociales,Pendiente,No,,
171,Academia Superior,Academia,Los Mártires,Santa Isabel,"Cl 64 #74-96, Santa Isabel",3127760975,,academia.superior@outlook.com,No,No,4.8,0,85,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
172,Academia Creativa,Academia,Santa Fe,Las Nieves,"Cl 42 #78-97, Las Nieves",3234500010,6013980809,academia.creativa.bogota@gmail.com,No,No,4.3,0,85,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
173,Escuela El Saber,Academia,Antonio Nariño,Antonio Nariño,"Cl 74 #57-48, Antonio Nariño",3232222478,,escuela.el.saber6@outlook.com,No,No,4.6,2,85,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
174,Clases La Excelencia,Academia,Puente Aranda,Salazar Gómez,"Cr 26 #113-71, Salazar Gómez",3198706326,6013578104,clases.la.excelencia.bogota@gmail.com,No,No,4.8,5,85,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
175,Clases El Talento,Academia,Puente Aranda,Pensilvania,"Dg 137 #58-79, Pensilvania",3112011547,6017935825,clases.el.talento51@gmail.com,No,No,4.8,2,85,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
176,Servicio de Lavado La Plancha,Lavandería,La Candelaria,Egipto,"Tv 133 #2-85, Egipto",3228135536,6013286008,servicio.de.lavado.la.pl3@gmail.com,No,No,4.9,9,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
177,Lavandería El Jabón,Lavandería,Usaquén,La Uribe,"Av 141 #122-34, La Uribe",3131424084,,lavanderia.el.jabon.col@hotmail.com,No,No,4.8,3,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
178,Orgánico Orgánica,Tienda naturista,San Cristóbal,Sosiego,"Cr 139 #43-45 Sur, Sosiego",3131795711,,organico.organica.col@outlook.com,No,No,4.2,4,85,ALTA,E-Commerce + Redes Sociales,Pendiente,No,,
179,Bienestar La Moringa,Tienda naturista,Barrios Unidos,Rionegro,"Tv 135 #119-38, Rionegro",3143097005,6012312033,bienestar.la.moringa.col@outlook.com,No,No,4.8,4,85,ALTA,E-Commerce + Redes Sociales,Pendiente,No,,
180,Glam El Secreto,Sala de belleza,Fontibón,Zona Franca,"Av 54 #123-44, Zona Franca",3172328044,6017637769,glam.el.secreto.col@hotmail.com,No,No,4.7,3,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
181,Sala de Belleza La Imagen,Sala de belleza,Suba,La Floresta,"Dg 11 #125-63, La Floresta",3185386199,,sala.de.belleza.la.image.col@gmail.com,No,No,4.1,3,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
182,Centro de Belleza Imagen Total,Sala de belleza,Puente Aranda,Zona Industrial,"Cl 25 #42-50, Zona Industrial",3212146657,6014173673,centro.de.belleza.imagen45@outlook.com,No,No,4.3,1,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
183,Sala de Belleza Selecta,Sala de belleza,La Candelaria,La Candelaria,"Av 63 #58-79, La Candelaria",3221168077,,sala.de.belleza.selecta@outlook.com,No,No,4.4,3,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
184,Glam Elegante,Sala de belleza,Usaquén,Unicentro,"Cl 129 #83-42, Unicentro",3138471782,6017690192,glam.elegante.bogota@outlook.com,No,No,4.6,4,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
185,Beauty Room El Secreto,Sala de belleza,Suba,Prado Veraniego,"Dg 140 #18-98, Prado Veraniego",3193858186,,beauty.room.el.secreto.bogota@yahoo.com,No,No,4.3,0,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
186,Pizzería La Caprese,Pizzería,Ciudad Bolívar,Arborizadora,"Cl 108 #25-46, Arborizadora",3106843226,,pizzeria.la.caprese@gmail.com,No,No,4.5,6,85,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
187,Salón Renew,Estética,Mártires,La Pepita,"Cl 60 #48-39, La Pepita",3216316421,6013494676,salon.renew8@hotmail.com,No,No,3.1,45,83,ALTA,Página Web + Redes Sociales,Pendiente,No,,
188,Ajiaco El Puerto,Restaurante,Santa Fe,Lourdes,"Cr 37 #47-56, Lourdes",3152614074,6015198835,ajiaco.el.puerto.col@hotmail.com,No,Si,2.8,4,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
189,Cocina La Cazuela,Restaurante,La Candelaria,Las Aguas,"Tv 77 #109-98, Las Aguas",3248522285,,cocina.la.cazuela@outlook.com,No,No,3.6,21,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
190,Café El Barista,Cafetería,San Cristóbal,Los Libertadores,"Tv 36 #82-24, Los Libertadores",3157510374,,cafe.el.barista.bogota@gmail.com,No,Si,2.6,2,80,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
191,Barber La Tijera,Peluquería,Barrios Unidos,Rionegro,"Tv 155 #82-40, Rionegro",3138748368,,barber.la.tijera.bogota@hotmail.com,No,No,3.6,25,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
192,Barbería Urban,Peluquería,Rafael Uribe,Marruecos,"Av 13 #128-16, Marruecos",3191620387,,barberia.urban.col@yahoo.com,No,No,3.8,12,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
193,Nails Divina,Estética,La Candelaria,Las Aguas,"Dg 6 #121-31, Las Aguas",3122771383,,nails.divina.bogota@hotmail.com,No,No,3.6,28,80,ALTA,Página Web + Redes Sociales,Pendiente,No,,
194,Studio Bloom,Estética,Suba,Suba Centro,"Cl 172 #107-85, Suba Centro",3113112239,,studio.bloom37@gmail.com,No,No,3.7,29,80,ALTA,Página Web + Redes Sociales,Pendiente,No,,
195,Centro de Estética La Belleza,Estética,Usaquén,Toberín,"Cr 112 #87-82, Toberín",3009043777,6015062667,centro.de.estetica.la.be1@gmail.com,No,No,3.8,16,80,ALTA,Página Web + Redes Sociales,Pendiente,No,,
196,Clínica Dental Avanzada,Clínica dental,Usaquén,Cedritos,"Dg 104 #105-76, Cedritos",3177180309,6014244828,clinica.dental.avanzada@outlook.com,No,No,3.6,15,80,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
197,Odonto Integral,Clínica dental,Mártires,Ricaurte,"Cl 27 #48-54, Ricaurte",3214107647,6015496836,odonto.integral.bogota@outlook.com,No,No,3.9,18,80,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
198,Funcional Center,Gimnasio,Barrios Unidos,Los Andes,"Av 157 #136-58, Los Andes",3238354961,,funcional.center@outlook.com,No,No,3.6,13,80,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
199,Centro Veterinario Fiel Amigo,Veterinaria,Tunjuelito,Fátima,"Dg 2 #82-22, Fátima",3176787539,,centro.veterinario.fiel.75@yahoo.com,No,No,3.6,29,80,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
200,Ropa Couture,Tienda de ropa,Los Mártires,Eduardo Santos,"Dg 45 #31-25, Eduardo Santos",3206498647,,ropa.couture98@outlook.com,No,No,3.5,18,80,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
201,Fashion Urban,Tienda de ropa,Teusaquillo,Nicolás de Federmán,"Cl 73 #8-72, Nicolás de Federmán",3124486476,,fashion.urban.bogota@yahoo.com,No,Si,2.7,6,80,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
202,Ropa Tendencia,Tienda de ropa,Barrios Unidos,Los Andes,"Tv 139 #45-81, Los Andes",3227719381,6012341544,ropa.tendencia.bogota@gmail.com,No,No,3.6,22,80,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
203,Hotel Bogotá Real,Hotel,Santa Fe,Lourdes,"Tv 176 #39-88, Lourdes",3001513324,,hotel.bogota.real.bogota@yahoo.com,No,No,3.6,27,80,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
204,Suites El Portal,Hotel,Rafael Uribe,Quiroga,"Cl 158 #18-17 Sur, Quiroga",3154176189,6015698938,suites.el.portal61@gmail.com,No,No,3.6,17,80,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
205,Miscelánea El Borrador,Papelería,Tunjuelito,Fátima,"Av 52 #108-25, Fátima",3017695231,,miscelanea.el.borrador.bogota@gmail.com,No,No,3.6,10,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
206,Útiles El Archivo,Papelería,Barrios Unidos,Rionegro,"Cr 158 #125-53, Rionegro",3017522389,6016246198,utiles.el.archivo28@yahoo.com,No,No,3.7,29,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
207,Mecánica Pro Auto,Taller mecánico,Fontibón,Zona Franca,"Cr 175 #78-72, Zona Franca",3217375513,,mecanica.pro.auto2@yahoo.com,No,No,3.7,23,80,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
208,Taller Car Fix,Taller mecánico,San Cristóbal,La Victoria,"Cl 91 #99-69, La Victoria",3161044355,,taller.car.fix14@yahoo.com,No,No,3.7,22,80,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
209,Taller El Técnico,Taller mecánico,Kennedy,Castilla,"Tv 158 #92-60 Sur, Castilla",3016854613,6012282762,taller.el.tecnico19@outlook.com,No,Si,2.7,5,80,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
210,Servicio La Transmisión,Taller mecánico,Antonio Nariño,Ciudad Jardín,"Cr 20 #30-21, Ciudad Jardín",3156602189,,servicio.la.transmision54@hotmail.com,No,No,3.8,19,80,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
211,Jardín Infantil El Sol,Jardín infantil,La Candelaria,Centro Histórico,"Cr 124 #88-55, Centro Histórico",3031256790,,jardin.infantil.el.sol27@gmail.com,No,No,3.8,16,80,ALTA,Página Web + Redes Sociales,Pendiente,No,,
212,Lavanderías Crystal,Lavandería,Barrios Unidos,Los Andes,"Tv 102 #46-93, Los Andes",3152242632,,lavanderias.crystal@gmail.com,No,No,3.7,27,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
213,Lavado El Blanqueador,Lavandería,Suba,Colina Campestre,"Cr 133 #81-25, Colina Campestre",3102650197,,lavado.el.blanqueador.col@gmail.com,No,No,3.9,28,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
214,Sala de Belleza El Arte,Sala de belleza,Usme,Parque Entrenubes,"Tv 132 #149-5, Parque Entrenubes",3102858870,6015339899,sala.de.belleza.el.arte6@gmail.com,No,Si,2.5,2,80,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
215,Sazón Cielo Verde,Restaurante,Suba,Colina Campestre,"Cl 156 #70-47, Colina Campestre",3206612131,6014253799,sazon.cielo.verde.bogota@outlook.com,No,No,2.5,758,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
216,Fritanga La Costa,Restaurante,Chapinero,Granada,"Cr 52 #149-20, Granada",3247531701,,fritanga.la.costa5@hotmail.com,No,No,4.7,16,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
217,Parrilla La Fogata,Restaurante,Bosa,San José,"Cr 9 #69-74 Sur, San José",3219231330,,parrilla.la.fogata1@yahoo.com,No,No,4.2,21,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
218,Restaurante El Jardín,Restaurante,Mártires,La Pepita,"Cl 80 #148-96, La Pepita",3179301046,,restaurante.el.jardin23@gmail.com,No,No,4.9,19,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
219,Sazón Don Carlos,Restaurante,Engativá,Garcés Navas,"Cr 71 #140-3, Garcés Navas",3022414439,6012227145,sazon.don.carlos@gmail.com,No,No,4.5,10,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
220,Restaurante El Llano,Restaurante,Usaquén,Toberín,"Dg 8 #77-83, Toberín",3167639226,6016028241,restaurante.el.llano.col@gmail.com,No,No,4.9,16,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
221,Restaurante La Abuela,Restaurante,Fontibón,Granjas,"Av 134 #5-91, Granjas",3123191629,,restaurante.la.abuela.bogota@outlook.com,No,No,4.5,25,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
222,Cocina El Paraíso,Restaurante,Teusaquillo,Marsella,"Cr 32 #123-34, Marsella",3203016361,,cocina.el.paraiso97@gmail.com,No,No,4.7,12,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
223,Cocina Los Girasoles,Restaurante,Fontibón,El Dorado,"Tv 53 #72-6, El Dorado",3224986908,6013033525,cocina.los.girasoles.bogota@gmail.com,No,No,4.3,27,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
224,Coffee La Canela,Cafetería,Mártires,Eduardo Santos,"Tv 88 #102-22, Eduardo Santos",3173093117,,coffee.la.canela12@gmail.com,No,No,4.6,17,75,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
